VALUE_SET_ID,VALUE_SET_CODE,VALUE_ID,VALUE,DESCRIPTION,ENABLED_FLAG,LAST_UPDATE_DATE,CREATION_DATE
57002,Account RD,56014,111240,SCB Current Account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56015,111300,Saving Account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56016,111310,Citibank Saving Account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56017,111320,Kbank Saving Account-7006,Y,31-Oct-17,31-Oct-17
57002,Account RD,56018,111321,Kbank Saving Account-7189,Y,31-Oct-17,31-Oct-17
57002,Account RD,56019,111322,Kbank Saving Account-7138,Y,31-Oct-17,31-Oct-17
57002,Account RD,56020,111323,Kbank Saving Account-5295,Y,31-Oct-17,31-Oct-17
57002,Account RD,56021,111330,BBL Saving Account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56022,111340,SCB Saving Account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56023,112000,Amount Due From Related==>1120000,Y,31-Oct-17,31-Oct-17
57002,Account RD,56024,112100,Amount Due From Related==>1120000,Y,31-Oct-17,31-Oct-17
57002,Account RD,56025,112110,Inter-Co AR,Y,31-Oct-17,31-Oct-17
57002,Account RD,56026,112120,AR Control Interco (Issued Invoice),Y,31-Oct-17,31-Oct-17
57002,Account RD,56027,112130,Inter-Co AR- Loan-Sweep,Y,31-Oct-17,31-Oct-17
57002,Account RD,56028,113000,Account Receivable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56029,113100,AR - TRADE,Y,31-Oct-17,31-Oct-17
57002,Account RD,56030,113101,AR - CASH,Y,31-Oct-17,31-Oct-17
57002,Account RD,56031,113102,AR - CREDIT CARD,Y,31-Oct-17,31-Oct-17
57002,Account RD,56032,113200,AR - OTHER,Y,31-Oct-17,31-Oct-17
57002,Account RD,56033,113201,Accounts Receivable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56034,113202,Shareholders Receivable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56035,113203,NonFR AR Employee Loan,Y,31-Oct-17,31-Oct-17
57002,Account RD,56036,113204,Credit Card (VISA),Y,31-Oct-17,31-Oct-17
57002,Account RD,56037,113205,NonFR AR Vendors,Y,31-Oct-17,31-Oct-17
57002,Account RD,56038,113206,VAT Refundable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56039,113207,NonFR AR Insurance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56040,113208,NonFR AR Meal Vouchers,Y,31-Oct-17,31-Oct-17
57002,Account RD,56041,113209,NonFR AR Beverage Rebate,Y,31-Oct-17,31-Oct-17
57002,Account RD,56042,113210,NonFR AR Other,Y,31-Oct-17,31-Oct-17
57002,Account RD,56043,113211,NonFR AR Dept Store or Kiosk,Y,31-Oct-17,31-Oct-17
57002,Account RD,56044,113212,NonFR Interest Receivable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56045,113213,NonFR AFDA Leases,Y,31-Oct-17,31-Oct-17
57002,Account RD,56046,113214,NonFR AFDA Other,Y,31-Oct-17,31-Oct-17
57002,Account RD,56047,116000,Prepaid Expenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56048,116100,Prepaid Expenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56049,116101,PPD Marketing,Y,31-Oct-17,31-Oct-17
57002,Account RD,56050,116102,PPD Insurance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56051,116103,PPD Property Insurance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56052,116104,PPD Workers Compensation,Y,31-Oct-17,31-Oct-17
57002,Account RD,56053,116105,PPD Maintenance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56054,116106,PPD Software Maintenance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56055,116107,PPD Rent Functional Curr,Y,31-Oct-17,31-Oct-17
57002,Account RD,56056,116108,PPD Svc Chg Funct Curr,Y,31-Oct-17,31-Oct-17
57002,Account RD,56057,116109,PPD Step Rent Functional Curr,Y,31-Oct-17,31-Oct-17
57002,Account RD,56058,116110,PPD Software,Y,31-Oct-17,31-Oct-17
57002,Account RD,56059,116111,PPD Maintenance & Cleaning,Y,31-Oct-17,31-Oct-17
57002,Account RD,56060,116112,PPD Operating Supplies,Y,31-Oct-17,31-Oct-17
57002,Account RD,56061,116113,PPD COS Inventory,Y,31-Oct-17,31-Oct-17
57002,Account RD,56062,116114,PPD Uniform,Y,31-Oct-17,31-Oct-17
57002,Account RD,56063,116115,PPD Car Expense,Y,31-Oct-17,31-Oct-17
57002,Account RD,56064,116116,PPD School Fees,Y,31-Oct-17,31-Oct-17
57002,Account RD,56065,116117,PPD Membership & Dues,Y,31-Oct-17,31-Oct-17
57002,Account RD,56066,116118,PPD Expense Other,Y,31-Oct-17,31-Oct-17
57002,Account RD,56067,116119,PPD Call Center Expenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56068,116120,PPD Initial Fee,Y,31-Oct-17,31-Oct-17
57002,Account RD,56069,116200,Prepaid Taxes,Y,31-Oct-17,31-Oct-17
57002,Account RD,56070,116201,PPD Business Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56071,116202,PPD Withholding Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56072,117000,Inventory,Y,31-Oct-17,31-Oct-17
57002,Account RD,56073,117100,Inventory - Food,Y,31-Oct-17,31-Oct-17
57002,Account RD,56074,117101,Inventory - Food,Y,31-Oct-17,31-Oct-17
57002,Account RD,56075,117102,Inventory - Reserve,Y,31-Oct-17,31-Oct-17
57002,Account RD,56076,117200,Inventory - Equipment,Y,31-Oct-17,31-Oct-17
57002,Account RD,56077,117201,Inventory - Equipment,Y,31-Oct-17,31-Oct-17
57002,Account RD,56078,118000,Other Current Asset,Y,31-Oct-17,31-Oct-17
57002,Account RD,56079,118100,Other Current Asset,Y,31-Oct-17,31-Oct-17
57002,Account RD,56080,118110,OCA Lease Deposits,Y,31-Oct-17,31-Oct-17
57002,Account RD,56081,118120,Ad Coop Assets Restricted,Y,31-Oct-17,31-Oct-17
57002,Account RD,56082,118130,WHT Receivable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56083,118140,Suspense Account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56084,120000,Non-Current Asset,Y,31-Oct-17,31-Oct-17
57002,Account RD,56085,121000,Long term Loans to  Related,Y,31-Oct-17,31-Oct-17
57002,Account RD,56086,122000,Investment,Y,31-Oct-17,31-Oct-17
57002,Account RD,56087,123000,"Property,plant and equipment,net",Y,31-Oct-17,31-Oct-17
57002,Account RD,56088,123100,PP&E LHI Restaurant,Y,31-Oct-17,31-Oct-17
57002,Account RD,56089,123110,PP&E LHI Restaurant,Y,31-Oct-17,31-Oct-17
57002,Account RD,56090,123120,PP&E LHI Rest Impairment,Y,31-Oct-17,31-Oct-17
57002,Account RD,56271,511610,Food Cost Price Variance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56272,511700,Transportation & Distrib Costs,Y,31-Oct-17,31-Oct-17
57002,Account RD,56273,511710,Transportation & Distrib Costs,Y,31-Oct-17,31-Oct-17
57002,Account RD,56274,511720,SCM Fees,Y,31-Oct-17,31-Oct-17
57002,Account RD,56275,501800,Obsolete Stock,Y,31-Oct-17,31-Oct-17
57002,Account RD,56276,511810,Obsolete Stock,Y,31-Oct-17,31-Oct-17
57002,Account RD,56277,511820,Provision Inventory,Y,31-Oct-17,31-Oct-17
57002,Account RD,56278,511900,Obsolete Stock,Y,31-Oct-17,31-Oct-17
57002,Account RD,56279,511910,Obsolete Stock,Y,31-Oct-17,31-Oct-17
57002,Account RD,56280,512000,Personal Expenses (COL),Y,31-Oct-17,31-Oct-17
57002,Account RD,56281,512100,Salary,Y,31-Oct-17,31-Oct-17
57002,Account RD,56282,512110,Salary - Management,N,31-Oct-17,31-Oct-17
57002,Account RD,56283,512120,Salary - Fulltime,N,31-Oct-17,31-Oct-17
57002,Account RD,56284,512130,Salary - Parttime,N,31-Oct-17,31-Oct-17
57002,Account RD,56285,512140,Salary - Crew & Wow,N,31-Oct-17,31-Oct-17
57002,Account RD,56286,512200,Overtime,N,31-Oct-17,31-Oct-17
57002,Account RD,56287,512210,Overtime - Management,N,31-Oct-17,31-Oct-17
57002,Account RD,56288,512220,Overtime - Fulltime,N,31-Oct-17,31-Oct-17
57002,Account RD,56289,512230,Overtime - Parttime,N,31-Oct-17,31-Oct-17
57002,Account RD,56290,512240,Overtime - Crew & Wow,N,31-Oct-17,31-Oct-17
57002,Account RD,56291,512300,Incentive,N,31-Oct-17,31-Oct-17
57002,Account RD,56292,512310,Incentive - Management,N,31-Oct-17,31-Oct-17
57002,Account RD,56293,512320,Incentive - Fulltime,N,31-Oct-17,31-Oct-17
57002,Account RD,56294,512330,Incentive - Parttime,N,31-Oct-17,31-Oct-17
57002,Account RD,56295,512340,Incentive - Crew & Wow,N,31-Oct-17,31-Oct-17
57002,Account RD,56296,512400,Other Staff Benefit,N,31-Oct-17,31-Oct-17
57002,Account RD,56297,512410,Provident Fund Contribution,N,31-Oct-17,31-Oct-17
57002,Account RD,56298,512420,Social Security Contribution,N,31-Oct-17,31-Oct-17
57002,Account RD,56299,512430,Workmans Compensation,N,31-Oct-17,31-Oct-17
57002,Account RD,56300,512440,Other Staff Benefit,N,31-Oct-17,31-Oct-17
57002,Account RD,56301,512450,Insurance Medical,N,31-Oct-17,31-Oct-17
57002,Account RD,56302,512460,Insurance Life,N,31-Oct-17,31-Oct-17
57002,Account RD,56303,512470,Insurance Accident,N,31-Oct-17,31-Oct-17
57002,Account RD,56304,512480,Insurance Other,N,31-Oct-17,31-Oct-17
57002,Account RD,56305,512490,Employee Meals,N,31-Oct-17,31-Oct-17
57002,Account RD,56306,512500,Staff Trainning,N,31-Oct-17,31-Oct-17
57002,Account RD,56307,512600,Staff Allowance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56308,513000,Operating Expenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56309,513100,Operating Expenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56310,513101,Electricity,Y,31-Oct-17,31-Oct-17
57002,Account RD,56311,513102,Water,Y,31-Oct-17,31-Oct-17
57002,Account RD,56312,513103,Gas,Y,31-Oct-17,31-Oct-17
57002,Account RD,56313,513104,Landlord & Property Insurance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56314,513105,Vehicle Insurance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56315,513106,Business Insurance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56316,513107,Insurance Recoveries,Y,31-Oct-17,31-Oct-17
57002,Account RD,56317,513108,Maint Department Fee,Y,31-Oct-17,31-Oct-17
57002,Account RD,56318,513109,Other Equip Maint Controllable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56319,513110,IT and Technical Support,Y,31-Oct-17,31-Oct-17
57002,Account RD,56320,513111,Other Service Fee (Store Level),Y,31-Oct-17,31-Oct-17
57002,Account RD,56321,513112,Bank Fees (585000.100),Y,31-Oct-17,31-Oct-17
57002,Account RD,56322,513113,In Store Music,Y,31-Oct-17,31-Oct-17
57002,Account RD,56323,513114,Telephone (585000.550),Y,31-Oct-17,31-Oct-17
57002,Account RD,56324,513115,Champs Expense,Y,31-Oct-17,31-Oct-17
57002,Account RD,56325,513116,Cleaning Supplies,Y,31-Oct-17,31-Oct-17
57002,Account RD,56326,513117,Other Operating Supplies,Y,31-Oct-17,31-Oct-17
57002,Account RD,56327,513118,Other Office Supplies,Y,31-Oct-17,31-Oct-17
57002,Account RD,56328,513119,Uniforms,Y,31-Oct-17,31-Oct-17
57002,Account RD,56329,513120,Cash Variance Cash,Y,31-Oct-17,31-Oct-17
57002,Account RD,56330,513121,Call Center Costs,Y,31-Oct-17,31-Oct-17
57002,Account RD,56331,513122,Other Travel & Expense,Y,31-Oct-17,31-Oct-17
57002,Account RD,56332,513123,Billboard Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56333,513124,Staff Recruitment,Y,31-Oct-17,31-Oct-17
57002,Account RD,56334,513125,Employee Engagement Expense,Y,31-Oct-17,31-Oct-17
57002,Account RD,56335,513126,Employee Events,Y,31-Oct-17,31-Oct-17
57002,Account RD,56336,513127,Other Semi Variables,Y,31-Oct-17,31-Oct-17
57002,Account RD,56337,514000,Advertising Marketing & PRExpenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56338,514100,Advertising Marketing & PRExpenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56339,514110,Local Store Advertising,Y,31-Oct-17,31-Oct-17
57002,Account RD,56340,514120,Ad Coop Contribution,Y,31-Oct-17,31-Oct-17
57002,Account RD,56341,514130,Royalty Fee - Store level,Y,31-Oct-17,31-Oct-17
57002,Account RD,56342,514140,Menu Board Production,Y,31-Oct-17,31-Oct-17
57002,Account RD,56343,515000,Repair & maintenance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56344,516000,Professional Fee & Other fee,Y,31-Oct-17,31-Oct-17
57002,Account RD,56345,517000,Rental Expenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56346,518000,Admin & General Expenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56347,519000,Non Operating Expenses,Y,31-Oct-17,31-Oct-17
57002,Account RD,56348,520000,Depreciation & Amortization,Y,31-Oct-17,31-Oct-17
57002,Account RD,56349,521000,Financial Cost,Y,31-Oct-17,31-Oct-17
57002,Account RD,56350,522000,Corporate Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56351,700000,G&A,Y,31-Oct-17,31-Oct-17
57002,Account RD,56352,710000,G&A,Y,31-Oct-17,31-Oct-17
57002,Account RD,56353,711000,Employee,Y,31-Oct-17,31-Oct-17
57002,Account RD,56354,711100,Employee,Y,31-Oct-17,31-Oct-17
57002,Account RD,56355,711101,Salaries,Y,31-Oct-17,31-Oct-17
57002,Account RD,56356,711102,Overtime,Y,31-Oct-17,31-Oct-17
57002,Account RD,56357,711200,Housing Allowance-RSC,Y,31-Oct-17,31-Oct-17
57002,Account RD,56358,711201,Housing Allowance-RSC,Y,31-Oct-17,31-Oct-17
57002,Account RD,56359,711300,Other Incentive,Y,31-Oct-17,31-Oct-17
57002,Account RD,56360,711301,Other Incentive,Y,31-Oct-17,31-Oct-17
57002,Account RD,56361,711400,Other Benefit - RSC,Y,31-Oct-17,31-Oct-17
57002,Account RD,56362,711410,Social Security Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56363,711420,Workmen Compensation,Y,31-Oct-17,31-Oct-17
57002,Account RD,56364,711430,Provident Fund (710500.100),Y,31-Oct-17,31-Oct-17
57002,Account RD,56365,711440,Medical Insurance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56366,711450,Other Benefits (710500.380),Y,31-Oct-17,31-Oct-17
57002,Account RD,56367,711460,Allowance for Employee Benefits,Y,31-Oct-17,31-Oct-17
57002,Account RD,56368,711470,Bonus,Y,31-Oct-17,31-Oct-17
57002,Account RD,56369,712000,Severance Expense,Y,31-Oct-17,31-Oct-17
57002,Account RD,56370,720000,Other Dead Site Expense,Y,31-Oct-17,31-Oct-17
57002,Account RD,56371,730000,Fees,Y,31-Oct-17,31-Oct-17
57002,Account RD,56372,731000,Fees,Y,31-Oct-17,31-Oct-17
57002,Account RD,56373,731100,Fees,Y,31-Oct-17,31-Oct-17
57002,Account RD,56374,731110,Audit Fees,Y,31-Oct-17,31-Oct-17
57002,Account RD,56375,731120,Legal Fees,Y,31-Oct-17,31-Oct-17
57002,Account RD,56376,731130,Consulting Fees,N,31-Oct-17,31-Oct-17
57002,Account RD,56377,731140,Quality Assurance Fees,N,31-Oct-17,31-Oct-17
57002,Account RD,56378,731150,Professional Fees,N,31-Oct-17,31-Oct-17
57002,Account RD,56379,731160,Accounting,N,31-Oct-17,31-Oct-17
57002,Account RD,56380,731170,Payroll,N,31-Oct-17,31-Oct-17
57002,Account RD,56381,731180,SCM Fees (73000.800),N,31-Oct-17,31-Oct-17
57002,Account RD,56382,731190,Temporary Contract Labor,N,31-Oct-17,31-Oct-17
57002,Account RD,56383,731200,Other Service Fee,N,31-Oct-17,31-Oct-17
57002,Account RD,56384,738800,Interest Income,N,31-Oct-17,31-Oct-17
57002,Account RD,56385,732000,Charitable Contributions,N,31-Oct-17,31-Oct-17
57002,Account RD,56386,732100,Charitable Contributions,N,31-Oct-17,31-Oct-17
57002,Account RD,56387,732101,Charitable Contributions,N,31-Oct-17,31-Oct-17
57002,Account RD,56388,745000,TEST,N,31-Oct-17,31-Oct-17
57002,Account RD,56389,745100,Transportation Expense,N,31-Oct-17,31-Oct-17
57002,Account RD,56390,745101,Taxis & Cabs,N,31-Oct-17,31-Oct-17
57002,Account RD,56181,216110,Accr National Payroll Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56182,216111,Accr Other Comp Related,Y,31-Oct-17,31-Oct-17
57002,Account RD,56183,216112,Accr Insurance Other,Y,31-Oct-17,31-Oct-17
57002,Account RD,56184,216113,Accr Local Advertising,Y,31-Oct-17,31-Oct-17
57002,Account RD,56185,216114,Accr LSM Fund,Y,31-Oct-17,31-Oct-17
57002,Account RD,56186,216115,Accr Coupons,Y,31-Oct-17,31-Oct-17
57002,Account RD,56187,216116,Accr Payments Ad Coop,Y,31-Oct-17,31-Oct-17
57002,Account RD,56188,216117,Accr Pay to Operating Co,Y,31-Oct-17,31-Oct-17
57002,Account RD,56189,216118,Accr Royalty,Y,31-Oct-17,31-Oct-17
57002,Account RD,56190,216119,Accr Electricity Above Store,Y,31-Oct-17,31-Oct-17
57002,Account RD,56191,216120,Accr Water Above Store,Y,31-Oct-17,31-Oct-17
57002,Account RD,56192,216121,Accr Audit Fees,Y,31-Oct-17,31-Oct-17
57002,Account RD,56193,216122,Accr Other Deposits,Y,31-Oct-17,31-Oct-17
57002,Account RD,56194,216123,Accr Gift Card Liability,Y,31-Oct-17,31-Oct-17
57002,Account RD,56195,216124,Accr G&A Invoices,Y,31-Oct-17,31-Oct-17
57002,Account RD,56196,216125,Accr Training,Y,31-Oct-17,31-Oct-17
57002,Account RD,56197,216126,Accr Travel,Y,31-Oct-17,31-Oct-17
57002,Account RD,56198,216127,Accr Deadsite Reserve,Y,31-Oct-17,31-Oct-17
57002,Account RD,56199,216128,Accr Charitable Contributions,Y,31-Oct-17,31-Oct-17
57002,Account RD,56200,216129,Accr Conferences & Events,Y,31-Oct-17,31-Oct-17
57002,Account RD,56201,216130,Accr Cleaning,Y,31-Oct-17,31-Oct-17
57002,Account RD,56202,216131,Accr Repairs & Maintenance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56203,216132,Accr Other Above Store,Y,31-Oct-17,31-Oct-17
57002,Account RD,56204,216133,Accr Other - Store level,Y,31-Oct-17,31-Oct-17
57002,Account RD,56205,216134,Accr Other Benefit,Y,31-Oct-17,31-Oct-17
57002,Account RD,56206,216135,Accr Rent Functional Currency,Y,31-Oct-17,31-Oct-17
57002,Account RD,56207,216136,Accr Rent Percent of Sales,Y,31-Oct-17,31-Oct-17
57002,Account RD,56208,216137,Accr Rent CAM Funct Curr,Y,31-Oct-17,31-Oct-17
57002,Account RD,56209,216138,Accr Equipment & Other Rent,Y,31-Oct-17,31-Oct-17
57002,Account RD,56210,216139,Accr Step Rent Funct Curr,Y,31-Oct-17,31-Oct-17
57002,Account RD,56211,216140,Accr Equipment Maintenance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56212,216141,Accr Water Store Level,Y,31-Oct-17,31-Oct-17
57002,Account RD,56213,216142,Accr Telephone Store Level,Y,31-Oct-17,31-Oct-17
57002,Account RD,56214,216143,Accr Electricity Store Level,Y,31-Oct-17,31-Oct-17
57002,Account RD,56215,216144,Accr Interest Expense,Y,31-Oct-17,31-Oct-17
57002,Account RD,56216,216145,Accr Retention Control,Y,31-Oct-17,31-Oct-17
57002,Account RD,56217,217000,Accrued Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56218,217100,Accrued Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56219,217110,Accr Property Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56220,217120,VAT,Y,31-Oct-17,31-Oct-17
57002,Account RD,56221,217130,VAT Payable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56222,217140,Accr Royalty Witholding Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56223,217150,Withholding tax - PND 53,Y,31-Oct-17,31-Oct-17
57002,Account RD,56224,217160,Accr Business Tax,Y,31-Oct-17,31-Oct-17
57002,Account RD,56225,217170,Withholding tax - PND 3,Y,31-Oct-17,31-Oct-17
57002,Account RD,56226,217180,Withholding tax - PND 54,Y,31-Oct-17,31-Oct-17
57002,Account RD,56227,218000,Corporate Income tax payable,Y,31-Oct-17,31-Oct-17
57002,Account RD,56228,219000,Other Current Liabilities,Y,31-Oct-17,31-Oct-17
57002,Account RD,56229,220000,Non current Liability,Y,31-Oct-17,31-Oct-17
57002,Account RD,56230,221000,Short Term Loan,Y,31-Oct-17,31-Oct-17
57002,Account RD,56231,221100,Short Term Loan,Y,31-Oct-17,31-Oct-17
57002,Account RD,56232,221110,Short Term Loan,Y,31-Oct-17,31-Oct-17
57002,Account RD,56233,222000,Long Term Loan,Y,31-Oct-17,31-Oct-17
57002,Account RD,56234,222100,Long Term Loan,Y,31-Oct-17,31-Oct-17
57002,Account RD,56235,222110,Long Term Loan,Y,31-Oct-17,31-Oct-17
57002,Account RD,56236,300000,SHAREHOLDERS'EQUITY,Y,31-Oct-17,31-Oct-17
57002,Account RD,56237,310000,Share Capital,Y,31-Oct-17,31-Oct-17
57002,Account RD,56238,311000,Share Capital,Y,31-Oct-17,31-Oct-17
57002,Account RD,56239,312000,Other Equity account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56240,320000,Retained earnings,Y,31-Oct-17,31-Oct-17
57002,Account RD,56241,321000,Retained earnings,Y,31-Oct-17,31-Oct-17
57002,Account RD,56242,321100,Retained earnings,Y,31-Oct-17,31-Oct-17
57002,Account RD,56243,321110,Retained earnings,Y,31-Oct-17,31-Oct-17
57002,Account RD,56244,322000,Statutory/ Legal Reserve,Y,31-Oct-17,31-Oct-17
57002,Account RD,56245,323000,Dividend paid,Y,31-Oct-17,31-Oct-17
57002,Account RD,56246,330000,Minority Interest - BS,Y,31-Oct-17,31-Oct-17
57002,Account RD,56247,400000,REVENUE,Y,31-Oct-17,31-Oct-17
57002,Account RD,56248,410000,Revenue - Sales,Y,31-Oct-17,31-Oct-17
57002,Account RD,56249,411000,Revenue - Sales,Y,31-Oct-17,31-Oct-17
57002,Account RD,56250,411100,Revenue - Sales,Y,31-Oct-17,31-Oct-17
57002,Account RD,56251,411110,In Store Sales VAT 0%,Y,31-Oct-17,31-Oct-17
57002,Account RD,56252,411120,Carry Out Sales VAT 0%,Y,31-Oct-17,31-Oct-17
57002,Account RD,56253,411130,Delivery Sales VAT 0%,Y,31-Oct-17,31-Oct-17
57002,Account RD,56254,411140,Delivery Charges,Y,31-Oct-17,31-Oct-17
57002,Account RD,56255,411200,Discounts,Y,31-Oct-17,31-Oct-17
57002,Account RD,56256,411210,Discounts,Y,31-Oct-17,31-Oct-17
57002,Account RD,56257,500000,DIRECT COST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56258,510000,COST OF SALES,Y,31-Oct-17,31-Oct-17
57002,Account RD,56259,511000,COST OF SALES,Y,31-Oct-17,31-Oct-17
57002,Account RD,56260,511100,COST OF SALES - CHECKEN,Y,31-Oct-17,31-Oct-17
57002,Account RD,56261,511110,Chicken on the Bone,Y,31-Oct-17,31-Oct-17
57002,Account RD,56262,511200,COST OF SALES - SOFTSERVE,Y,31-Oct-17,31-Oct-17
57002,Account RD,56263,511210,COST OF SALES - SOFTSERVE,Y,31-Oct-17,31-Oct-17
57002,Account RD,56264,511300,COST OF SALES - OTHER FOOD,Y,31-Oct-17,31-Oct-17
57002,Account RD,56265,511310,COST OF SALES - OTHER FOOD,Y,31-Oct-17,31-Oct-17
57002,Account RD,56266,511400,COST OF SALES - DESSERT,Y,31-Oct-17,31-Oct-17
57002,Account RD,56267,511410,COST OF SALES - DESSERT,Y,31-Oct-17,31-Oct-17
57002,Account RD,56268,511500,COST OF SALES - PAPER,Y,31-Oct-17,31-Oct-17
57002,Account RD,56269,511510,COST OF SALES - PAPER,Y,31-Oct-17,31-Oct-17
57002,Account RD,56270,511600,Food Cost Price Variance,Y,31-Oct-17,31-Oct-17
57002,Account RD,56481,811110,TEST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56482,811120,TEST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56483,811130,TEST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56484,811140,TEST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56485,811150,TEST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56486,811160,TEST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56487,900000,CLEARING Account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56488,910000,CLEARING Account,Y,31-Oct-17,31-Oct-17
57002,Account RD,56489,911000,TEST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56490,911100,TEST,Y,31-Oct-17,31-Oct-17
57002,Account RD,56491,911110,Clearing Account (Recharge Expenses to Store),Y,31-Oct-17,31-Oct-17
57002,Account RD,56492,911120,Clearing Account (KBank),Y,31-Oct-17,31-Oct-17
57002,Account RD,56493,911130,Clearing Account (Kbank Payment),Y,31-Oct-17,31-Oct-17
57002,Account RD,56494,911140,Clearing Account (SCB),Y,31-Oct-17,31-Oct-17
57002,Account RD,56495,911150,Clearing Account (BBL),Y,31-Oct-17,31-Oct-17
57002,Account RD,56496,911160,Clearing Account (COGS),Y,31-Oct-17,31-Oct-17
57002,Account RD,56497,911170,Clearing Account (Citibank),Y,31-Oct-17,31-Oct-17
57002,Account RD,56498,911180,Clearing Account (Bank Transfer),Y,31-Oct-17,31-Oct-17
57003,Store RD,56499,BANGK,Bangkok,Y,31-Oct-17,31-Oct-17
57003,Store RD,56500,01219,Paradise Park,N,31-Oct-17,31-Oct-17
57003,Store RD,56501,01228,Seacon Square,N,31-Oct-17,31-Oct-17
57003,Store RD,56502,01264,The Mall 3,N,31-Oct-17,31-Oct-17
57003,Store RD,56503,01293,Jusco Sukhumvit 71,Y,31-Oct-17,31-Oct-17
57003,Store RD,56504,01312,The Old Siam Plaza,Y,31-Oct-17,31-Oct-17
57003,Store RD,56505,01346,Lotus Sukhumvit 50,Y,31-Oct-17,31-Oct-17
57003,Store RD,56506,01379,Lotus Bangna,Y,31-Oct-17,31-Oct-17
57003,Store RD,56507,01397,Number One - RU2 (S),Y,31-Oct-17,31-Oct-17
57003,Store RD,56508,01402,Klong Tom,Y,31-Oct-17,31-Oct-17
57003,Store RD,56509,01407,Lotus Ladprao Satellite,Y,31-Oct-17,31-Oct-17
57003,Store RD,56510,01433,Hi Mall Samsen,Y,31-Oct-17,31-Oct-17
57003,Store RD,56511,01439,Seacon Square Satellite,Y,31-Oct-17,31-Oct-17
57003,Store RD,56512,01445,Lotus China Town Satellite,Y,31-Oct-17,31-Oct-17
57003,Store RD,56513,01490,Union Mall,Y,31-Oct-17,31-Oct-17
57003,Store RD,56514,01570,Water Front,Y,31-Oct-17,31-Oct-17
57003,Store RD,56515,01584,Mega Bangna,Y,31-Oct-17,31-Oct-17
57003,Store RD,56516,01595,The Scene Town in Town,Y,31-Oct-17,31-Oct-17
57003,Store RD,56517,01607,JJ Mall,Y,31-Oct-17,31-Oct-17
57003,Store RD,56518,01609,Sena Festival (Charoennakorn),Y,31-Oct-17,31-Oct-17
57003,Store RD,56519,01616,Soho,Y,31-Oct-17,31-Oct-17
57003,Store RD,56520,01668,Yodpiman,Y,31-Oct-17,31-Oct-17
