PRC_BU,PO_HEADER_ID,PRC_BU_ID,REQ_BU,REQ_BU_ID,SOLDTO_LE,PO_LINE_ID,SOLDTO_LE_ID,BILLTO_BU,BILLTO_BU_ID,SEGMENT1,DOCUMENT_STATUS,BUYER,CREATION_DATE,AGENT_ID,TYPE_LOOKUP_CODE,LAST_UPDATED_BY,SHIP_TO_LOCATION_ID,BILL_TO_LOCATION_ID,CURRENCY_CODE,REVISION_NUM,REVISED_DATE,APPROVED_FLAG,APPROVED_DATE,ATTRIBUTE_CATEGORY,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,VENDOR_CONTACT_ID,SUPPLIER_NOTIF_METHOD,EMAIL_ADDRESS,SUPP_NAME,VENDOR_SITE,PAYMENT_TERM,LINE_TYPE_ID,LINE_STATUS,LINE_NUM,CATEGORY_NM,ITEM_ID,ITEM_DESCRIPTION,UOM_CODE,QUANTITY,UNIT_PRICE,VENDOR_ID,VENDOR_SITE_ID,REQUISITION_HEADER_ID,REQUISITION_LINE_ID,ATTRIBUTE_CATEGORY_L,ATTRIBUTE1_L,ATTRIBUTE2_L,ATTRIBUTE3_L,TAX_CODE,TAX_AMOUNT,ACC_SEGMENT1,ACC_SEGMENT2,ACC_SEGMENT3,ACC_SEGMENT4,ACC_SEGMENT5,ACC_SEGMENT6,COUNT_AP_INVOICE,PO_HEADER_ID,PO_LINE_ID,DESTINATION_TYPE,DELIVER_TO_LOC,PRODUCT_TYPE,ASSESSABLE_VALUE,DELIVER_TO_LOC_LINFOX
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001048084,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001048085,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000011,CLOSED,WWP-PROCUREMENT,"20171003 031049",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,0,,Y,20171003,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,,1,CLOSED,1,FA,,"FA New Store",EA,1,6500000,300000000943255,300000001045007,300000001048062,300000001048063,,,,,,0,11,00000,118140,000000,00,0000,2,300000001048084,300000001048085,EXPENSE,Headquarters,GOODS,6500000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001585455,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001585458,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000026,CLOSED,WWP-PROCUREMENT,"20171008 032826",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,0,,Y,20171008,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,1,CLOSED,1,EQ,,EQ,PCS,1,1000,300000000943255,300000001045007,,,,,,,,0,11,00000,513122,000000,00,0000,0,300000001585455,300000001585458,EXPENSE,Headquarters,GOODS,1000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001585462,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001585466,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000027,CLOSED,WWP-PROCUREMENT,"20171008 034329",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,0,,Y,20171008,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,1,CLOSED,1,FA,,FA,PCS,1,10,300000000943255,300000001045007,,,,,,,,0,11,00000,513122,000000,00,0000,0,300000001585462,300000001585466,EXPENSE,Headquarters,GOODS,10,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001585663,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001585665,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000036,CLOSED,WWP-PROCUREMENT,"20171008 065733",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,0,,Y,20171008,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,1,CLOSED,1,FA,,"FA New",PCS,1,20000000,300000000943255,300000001045007,,,,,,,,0,11,00000,513122,000000,00,0000,0,300000001585663,300000001585665,EXPENSE,Headquarters,GOODS,20000000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001591564,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001591566,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000037,"PENDING APPROVAL",WWP-PROCUREMENT,"20171008 070145",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,,,,,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,1,,1,EQ,,EQ,PCS,1,20000000,300000000943255,300000001045007,,,,,,,,0,11,00000,513122,000000,00,0000,0,300000001591564,300000001591566,EXPENSE,Headquarters,GOODS,20000000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001591929,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001591931,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000055,"PENDING APPROVAL",WWP-PROCUREMENT,"20171008 093755",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,,,,,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,1,INCOMPLETE,1,FG,,FG,PCS,1,540000,300000000943255,300000001045007,,,,,,,,0,11,00000,513122,000000,00,0000,0,300000001591929,300000001591931,EXPENSE,Headquarters,GOODS,540000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001591979,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001591981,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000060,"PENDING APPROVAL",WWP-PROCUREMENT,"20171008 100646",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,,,,,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,1,INCOMPLETE,1,FG,,FG,PCS,1,45000,300000000943255,300000001045007,,,,,,,,0,11,00000,513122,000000,00,0000,0,300000001591979,300000001591981,EXPENSE,Headquarters,GOODS,45000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001601083,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001601085,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000065,"PENDING APPROVAL",WWP-PROCUREMENT,"20171008 114110",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,,,,,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,1,INCOMPLETE,1,SP,,FA,PCS,1,600000,300000000943255,300000001045007,,,,,,,,0,11,00000,513122,000000,00,0000,0,300000001601083,300000001601085,EXPENSE,Headquarters,GOODS,600000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001601105,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001601107,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000066,"PENDING APPROVAL",WWP-PROCUREMENT,"20171008 141006",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,,,,,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,1,,1,FG,,FG,PCS,1,50000,300000000943255,300000001045007,,,,,,,,0,11,00000,513122,000000,00,0000,0,300000001601105,300000001601107,EXPENSE,Headquarters,GOODS,50000,66003
"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001604344,300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000001604347,300000000943141,"RESTAURANTS DEVELOPMENT COMPANY LIMITED",300000000944230,217000083,CLOSED,WWP-PROCUREMENT,"20171010 073450",300000001043097,STANDARD,WWP-PROCUREMENT,300000000949617,300000000949617,THB,0,,Y,20171010,,,,,,,300000001045059,NONE,,"ICE Consulting",ABC,Immediate,6,CLOSED,1,FA,,"Project M&E",,,,300000000943255,300000001045007,,,,,,,THIP07,7000,11,00000,513122,000000,00,0000,0,300000001604344,300000001604347,EXPENSE,Headquarters,SERVICES,100000,66003
